Sheet_nb;Date;Time;Species;Nb_feeding;Nb_active;Nb_inactive;Nb_OOS;Total_ind;Enclosure_status;Zoo_status;Lockdown
144;16/11/2020;15:30;Milksnake;;0;1;0;1;Closed;Closed;2
143;16/11/2020;09:30;Mindanao water monitor (Varanus cumingi);;1;0;0;1;Closed;Closed;2
143;16/11/2020;09:30;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
144;16/11/2020;15:30;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
143;16/11/2020;09:30;Reticulated python;;0;1;0;1;Closed;Closed;2
143;16/11/2020;09:30;Reticulated python;;0;1;0;1;Closed;Closed;2
144;16/11/2020;15:30;Reticulated python;;0;1;0;1;Closed;Closed;2
143;16/11/2020;09:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
143;16/11/2020;09:30;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
144;16/11/2020;15:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
143;16/11/2020;09:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
143;16/11/2020;09:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
144;16/11/2020;15:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
143;16/11/2020;09:30;Taipans;;0;2;0;2;Closed;Closed;2
143;16/11/2020;09:30;Taipans;;0;2;0;2;Closed;Closed;2
144;16/11/2020;15:30;Taipans;;0;2;0;2;Closed;Closed;2
143;16/11/2020;09:30;Telfair skink;;0;4;0;4;Closed;Closed;2
143;16/11/2020;09:30;Telfair skink;;0;4;0;4;Closed;Closed;2
144;16/11/2020;15:30;Telfair skink;;0;0;4;4;Closed;Closed;2
143;16/11/2020;09:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
143;16/11/2020;09:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
144;16/11/2020;15:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
144;17/11/2020;08:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
145;17/11/2020;14:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
145;17/11/2020;15:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
144;17/11/2020;08:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
145;17/11/2020;14:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
145;17/11/2020;15:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
144;17/11/2020;08:30;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
145;17/11/2020;14:00;Chinese crocodile lizard;;1;1;0;2;Closed;Closed;2
145;17/11/2020;15:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
144;17/11/2020;08:30;Galapagos tortoise - adult;;1;2;0;3;Closed;Closed;2
145;17/11/2020;14:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
145;17/11/2020;15:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
144;17/11/2020;08:30;Gidgee skink;;0;8;4;12;Closed;Closed;2
145;17/11/2020;14:00;Gidgee skink;;0;11;1;12;Closed;Closed;2
145;17/11/2020;15:30;Gidgee skink;;0;9;3;12;Closed;Closed;2
144;17/11/2020;08:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
145;17/11/2020;14:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
145;17/11/2020;15:30;Jungle carpet python;;0;1;1;2;Closed;Closed;2
144;17/11/2020;08:30;King cobra;;1;0;0;1;Closed;Closed;2
145;17/11/2020;14:00;King cobra;;0;1;0;1;Closed;Closed;2
145;17/11/2020;15:30;King cobra;;0;1;0;1;Closed;Closed;2
144;17/11/2020;08:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
145;17/11/2020;14:00;Komodo dragon;;1;0;0;1;Closed;Closed;2
145;17/11/2020;15:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
144;17/11/2020;08:30;Milksnake;;0;0;1;1;Closed;Closed;2
145;17/11/2020;14:00;Milksnake;;0;1;0;1;Closed;Closed;2
145;17/11/2020;15:30;Milksnake;;0;1;0;1;Closed;Closed;2
144;17/11/2020;08:30;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
145;17/11/2020;14:00;Mindanao water monitor (Varanus cumingi);;1;0;0;1;Closed;Closed;2
145;17/11/2020;15:30;Mindanao water monitor (Varanus cumingi);;1;0;0;1;Closed;Closed;2
144;17/11/2020;08:30;Reticulated python;;0;1;0;1;Closed;Closed;2
145;17/11/2020;14:00;Reticulated python;;0;1;0;1;Closed;Closed;2
145;17/11/2020;15:30;Reticulated python;;0;1;0;1;Closed;Closed;2
144;17/11/2020;08:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
145;17/11/2020;14:00;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
145;17/11/2020;15:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
144;17/11/2020;08:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
145;17/11/2020;14:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
145;17/11/2020;15:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
144;17/11/2020;08:30;Taipans;;0;0;2;2;Closed;Closed;2
145;17/11/2020;14:00;Taipans;;2;0;0;2;Closed;Closed;2
145;17/11/2020;15:30;Taipans;;0;2;0;2;Closed;Closed;2
144;17/11/2020;08:30;Telfair skink;;0;3;1;4;Closed;Closed;2
145;17/11/2020;14:00;Telfair skink;;0;0;4;4;Closed;Closed;2
145;17/11/2020;15:30;Telfair skink;;1;0;3;4;Closed;Closed;2
144;17/11/2020;08:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
145;17/11/2020;14:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
145;17/11/2020;15:30;Tokay gecko ;;0;3;0;3;Closed;Closed;2
146;18/11/2020;08:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
146;18/11/2020;13:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
147;18/11/2020;15:45;Beaded lizard;;0;1;2;3;Closed;Closed;2
146;18/11/2020;08:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
146;18/11/2020;13:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
147;18/11/2020;15:45;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
146;18/11/2020;08:30;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
146;18/11/2020;13:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
147;18/11/2020;15:45;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
146;18/11/2020;08:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
146;18/11/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
147;18/11/2020;15:45;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
146;18/11/2020;08:30;Gidgee skink;;0;5;7;12;Closed;Closed;2
146;18/11/2020;13:30;Gidgee skink;;1;9;2;12;Closed;Closed;2
147;18/11/2020;15:45;Gidgee skink;;0;9;3;12;Closed;Closed;2
146;18/11/2020;08:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
146;18/11/2020;13:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
147;18/11/2020;15:45;Jungle carpet python;;0;2;0;2;Closed;Closed;2
146;18/11/2020;08:30;King cobra;;0;1;0;1;Closed;Closed;2
146;18/11/2020;13:30;King cobra;;0;1;0;1;Closed;Closed;2
147;18/11/2020;15:45;King cobra;;0;1;0;1;Closed;Closed;2
146;18/11/2020;08:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
146;18/11/2020;13:30;Komodo dragon;;1;0;0;1;Closed;Closed;2
147;18/11/2020;15:45;Komodo dragon;;0;1;0;1;Closed;Closed;2
146;18/11/2020;08:30;Milksnake;;0;0;1;1;Closed;Closed;2
146;18/11/2020;13:30;Milksnake;;0;0;1;1;Closed;Closed;2
147;18/11/2020;15:45;Milksnake;;0;0;1;1;Closed;Closed;2
146;18/11/2020;08:30;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
146;18/11/2020;13:30;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
147;18/11/2020;15:45;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
146;18/11/2020;08:30;Reticulated python;;0;0;1;1;Closed;Closed;2
146;18/11/2020;13:30;Reticulated python;;0;0;1;1;Closed;Closed;2
147;18/11/2020;15:45;Reticulated python;;0;0;1;1;Closed;Closed;2
146;18/11/2020;08:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
146;18/11/2020;13:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
147;18/11/2020;15:45;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
146;18/11/2020;08:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
146;18/11/2020;13:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
147;18/11/2020;15:45;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
146;18/11/2020;08:30;Taipans;;0;1;1;2;Closed;Closed;2
146;18/11/2020;13:30;Taipans;;0;2;0;2;Closed;Closed;2
147;18/11/2020;15:45;Taipans;;0;2;0;2;Closed;Closed;2
146;18/11/2020;08:30;Telfair skink;;0;4;0;4;Closed;Closed;2
146;18/11/2020;13:30;Telfair skink;;1;1;2;4;Closed;Closed;2
147;18/11/2020;15:45;Telfair skink;;0;0;4;4;Closed;Closed;2
146;18/11/2020;08:30;Tokay gecko ;;0;1;2;3;Closed;Closed;2
146;18/11/2020;13:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
147;18/11/2020;15:45;Tokay gecko ;;0;0;3;3;Closed;Closed;2
147;19/11/2020;09:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
148;19/11/2020;12:40;Beaded lizard;;0;1;2;3;Closed;Closed;2
148;19/11/2020;15:00;Beaded lizard;;1;0;2;3;Closed;Closed;2
147;19/11/2020;09:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
148;19/11/2020;12:40;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
148;19/11/2020;15:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
147;19/11/2020;09:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
148;19/11/2020;12:40;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
148;19/11/2020;15:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
147;19/11/2020;09:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
148;19/11/2020;12:40;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
148;19/11/2020;15:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
147;19/11/2020;09:30;Gidgee skink;;0;5;7;12;Closed;Closed;2
148;19/11/2020;12:40;Gidgee skink;;0;11;1;12;Closed;Closed;2
148;19/11/2020;15:00;Gidgee skink;;0;12;0;12;Closed;Closed;2
147;19/11/2020;09:30;Jungle carpet python;;0;0;2;2;Closed;Closed;2
148;19/11/2020;12:40;Jungle carpet python;;0;2;0;2;Closed;Closed;2
148;19/11/2020;15:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
147;19/11/2020;09:30;King cobra;;1;0;0;1;Closed;Closed;2
148;19/11/2020;12:40;King cobra;;0;1;0;1;Closed;Closed;2
148;19/11/2020;15:00;King cobra;;0;1;0;1;Closed;Closed;2
147;19/11/2020;09:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
148;19/11/2020;12:40;Komodo dragon;;0;1;0;1;Closed;Closed;2
148;19/11/2020;15:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
147;19/11/2020;09:30;Milksnake;;0;0;1;1;Closed;Closed;2
148;19/11/2020;12:40;Milksnake;;0;0;1;1;Closed;Closed;2
148;19/11/2020;15:00;Milksnake;;0;0;1;1;Closed;Closed;2
147;19/11/2020;09:30;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
148;19/11/2020;15:00;Mindanao water monitor (Varanus cumingi);;0;1;0;1;Closed;Closed;2
147;19/11/2020;09:30;Reticulated python;;0;0;1;1;Closed;Closed;2
148;19/11/2020;12:40;Reticulated python;;0;0;1;1;Closed;Closed;2
148;19/11/2020;15:00;Reticulated python;;0;0;1;1;Closed;Closed;2
147;19/11/2020;09:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
148;19/11/2020;12:40;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
148;19/11/2020;15:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
147;19/11/2020;09:30;Spiny hill turtle;;0;2;0;2;Closed;Closed;2
148;19/11/2020;12:40;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
148;19/11/2020;15:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
147;19/11/2020;09:30;Taipans;;0;2;0;2;Closed;Closed;2
148;19/11/2020;12:40;Taipans;;0;2;0;2;Closed;Closed;2
148;19/11/2020;15:00;Taipans;;0;2;0;2;Closed;Closed;2
147;19/11/2020;09:30;Telfair skink;;1;1;2;4;Closed;Closed;2
148;19/11/2020;12:40;Telfair skink;;0;2;2;4;Closed;Closed;2
148;19/11/2020;15:00;Telfair skink;;0;2;2;4;Closed;Closed;2
147;19/11/2020;09:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
148;19/11/2020;12:40;Tokay gecko ;;0;0;3;3;Closed;Closed;2
148;19/11/2020;15:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
149;20/11/2020;09:20;Beaded lizard;;0;1;2;3;Closed;Closed;2
149;20/11/2020;13:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
150;20/11/2020;14:00;Beaded lizard;;0;2;1;3;Closed;Closed;2
150;20/11/2020;15:15;Beaded lizard;;0;1;2;3;Closed;Closed;2
149;20/11/2020;09:20;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
149;20/11/2020;13:30;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
150;20/11/2020;14:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
150;20/11/2020;15:15;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
149;20/11/2020;09:20;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
149;20/11/2020;13:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
150;20/11/2020;14:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
150;20/11/2020;15:15;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
149;20/11/2020;09:20;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
149;20/11/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
150;20/11/2020;14:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
150;20/11/2020;15:15;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
149;20/11/2020;09:20;Gidgee skink;;0;10;2;12;Closed;Closed;2
149;20/11/2020;13:30;Gidgee skink;;0;11;1;12;Closed;Closed;2
150;20/11/2020;14:00;Gidgee skink;;0;11;1;12;Closed;Closed;2
150;20/11/2020;15:15;Gidgee skink;;0;12;0;12;Closed;Closed;2
149;20/11/2020;09:20;Jungle carpet python;;0;2;0;2;Closed;Closed;2
149;20/11/2020;13:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
150;20/11/2020;14:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
150;20/11/2020;15:15;Jungle carpet python;;0;2;0;2;Closed;Closed;2
149;20/11/2020;09:20;King cobra;;0;1;0;1;Closed;Closed;2
149;20/11/2020;13:30;King cobra;;0;1;0;1;Closed;Closed;2
150;20/11/2020;14:00;King cobra;;0;1;0;1;Closed;Closed;2
150;20/11/2020;15:15;King cobra;;0;1;0;1;Closed;Closed;2
149;20/11/2020;09:20;Komodo dragon;;0;1;0;1;Closed;Closed;2
149;20/11/2020;13:30;Komodo dragon;;1;0;0;1;Closed;Closed;2
150;20/11/2020;14:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
150;20/11/2020;15:15;Komodo dragon;;0;1;0;1;Closed;Closed;2
149;20/11/2020;09:20;Milksnake;;0;1;0;1;Closed;Closed;2
149;20/11/2020;13:30;Milksnake;;0;0;1;1;Closed;Closed;2
150;20/11/2020;14:00;Milksnake;;0;0;1;1;Closed;Closed;2
150;20/11/2020;15:15;Milksnake;;0;0;1;1;Closed;Closed;2
149;20/11/2020;09:20;Reticulated python;;0;0;1;1;Closed;Closed;2
149;20/11/2020;13:30;Reticulated python;;0;0;1;1;Closed;Closed;2
150;20/11/2020;14:00;Reticulated python;;0;0;1;1;Closed;Closed;2
150;20/11/2020;15:15;Reticulated python;;0;0;1;1;Closed;Closed;2
149;20/11/2020;09:20;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
149;20/11/2020;13:30;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
150;20/11/2020;14:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
150;20/11/2020;15:15;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
149;20/11/2020;09:20;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
149;20/11/2020;13:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
150;20/11/2020;14:00;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
150;20/11/2020;15:15;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
149;20/11/2020;09:20;Taipans;;0;2;0;2;Closed;Closed;2
149;20/11/2020;13:30;Taipans;;0;2;0;2;Closed;Closed;2
150;20/11/2020;14:00;Taipans;;0;2;0;2;Closed;Closed;2
150;20/11/2020;15:15;Taipans;;0;2;0;2;Closed;Closed;2
149;20/11/2020;09:20;Telfair skink;;1;1;2;4;Closed;Closed;2
149;20/11/2020;13:30;Telfair skink;;0;3;1;4;Closed;Closed;2
150;20/11/2020;14:00;Telfair skink;;1;1;2;4;Closed;Closed;2
150;20/11/2020;15:15;Telfair skink;;0;0;4;4;Closed;Closed;2
149;20/11/2020;09:20;Tokay gecko ;;0;0;3;3;Closed;Closed;2
149;20/11/2020;13:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
150;20/11/2020;14:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
150;20/11/2020;15:15;Tokay gecko ;;0;1;2;3;Closed;Closed;2
151;21/11/2020;09:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
151;21/11/2020;15:30;Beaded lizard;;0;0;3;3;Closed;Closed;2
152;21/11/2020;16:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
151;21/11/2020;09:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
151;21/11/2020;15:30;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
152;21/11/2020;16:00;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
151;21/11/2020;09:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
151;21/11/2020;15:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
152;21/11/2020;16:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
151;21/11/2020;09:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
151;21/11/2020;15:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
152;21/11/2020;16:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
151;21/11/2020;09:00;Gidgee skink;;0;4;8;12;Closed;Closed;2
151;21/11/2020;15:30;Gidgee skink;;0;10;2;12;Closed;Closed;2
152;21/11/2020;16:00;Gidgee skink;;0;9;3;12;Closed;Closed;2
151;21/11/2020;09:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
151;21/11/2020;15:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
152;21/11/2020;16:00;Jungle carpet python;;0;1;1;2;Closed;Closed;2
151;21/11/2020;09:00;King cobra;;0;1;0;1;Closed;Closed;2
151;21/11/2020;15:30;King cobra;;0;1;0;1;Closed;Closed;2
152;21/11/2020;16:00;King cobra;;0;1;0;1;Closed;Closed;2
151;21/11/2020;09:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
151;21/11/2020;15:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
152;21/11/2020;16:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
151;21/11/2020;09:00;Milksnake;;0;0;1;1;Closed;Closed;2
151;21/11/2020;15:30;Milksnake;;0;0;1;1;Closed;Closed;2
152;21/11/2020;16:00;Milksnake;;0;0;1;1;Closed;Closed;2
151;21/11/2020;09:00;Reticulated python;;0;0;1;1;Closed;Closed;2
151;21/11/2020;15:30;Reticulated python;;0;0;1;1;Closed;Closed;2
152;21/11/2020;16:00;Reticulated python;;0;0;1;1;Closed;Closed;2
151;21/11/2020;09:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
151;21/11/2020;15:30;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
152;21/11/2020;16:00;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
151;21/11/2020;09:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
151;21/11/2020;15:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
152;21/11/2020;16:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
151;21/11/2020;09:00;Taipans;;1;1;0;2;Closed;Closed;2
151;21/11/2020;15:30;Taipans;;0;2;0;2;Closed;Closed;2
152;21/11/2020;16:00;Taipans;;0;1;1;2;Closed;Closed;2
151;21/11/2020;09:00;Telfair skink;;0;1;3;4;Closed;Closed;2
151;21/11/2020;15:30;Telfair skink;;0;1;3;4;Closed;Closed;2
152;21/11/2020;16:00;Telfair skink;;0;0;4;4;Closed;Closed;2
151;21/11/2020;09:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
151;21/11/2020;15:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
152;21/11/2020;16:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
152;22/11/2020;09:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
153;22/11/2020;13:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
153;22/11/2020;16:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
152;22/11/2020;09:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
153;22/11/2020;13:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
153;22/11/2020;16:00;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
152;22/11/2020;09:00;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
153;22/11/2020;13:30;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
153;22/11/2020;16:00;Chinese crocodile lizard;;0;0;2;2;Closed;Closed;2
152;22/11/2020;09:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
153;22/11/2020;13:30;Galapagos tortoise - adult;;1;2;0;3;Closed;Closed;2
153;22/11/2020;16:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
152;22/11/2020;09:00;Gidgee skink;;0;9;3;12;Closed;Closed;2
153;22/11/2020;13:30;Gidgee skink;;0;11;1;12;Closed;Closed;2
153;22/11/2020;16:00;Gidgee skink;;0;9;3;12;Closed;Closed;2
152;22/11/2020;09:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
153;22/11/2020;13:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
153;22/11/2020;16:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
152;22/11/2020;09:00;King cobra;;0;1;0;1;Closed;Closed;2
153;22/11/2020;13:30;King cobra;;0;1;0;1;Closed;Closed;2
153;22/11/2020;16:00;King cobra;;0;1;0;1;Closed;Closed;2
152;22/11/2020;09:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
153;22/11/2020;13:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
153;22/11/2020;16:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
152;22/11/2020;09:00;Milksnake;;0;0;1;1;Closed;Closed;2
153;22/11/2020;13:30;Milksnake;;0;0;1;1;Closed;Closed;2
153;22/11/2020;16:00;Milksnake;;0;0;1;1;Closed;Closed;2
152;22/11/2020;09:00;Reticulated python;;0;0;1;1;Closed;Closed;2
153;22/11/2020;13:30;Reticulated python;;0;0;1;1;Closed;Closed;2
153;22/11/2020;16:00;Reticulated python;;0;0;1;1;Closed;Closed;2
152;22/11/2020;09:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
153;22/11/2020;13:30;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
153;22/11/2020;16:00;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
152;22/11/2020;09:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
153;22/11/2020;13:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
153;22/11/2020;16:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
152;22/11/2020;09:00;Taipans;;1;0;1;2;Closed;Closed;2
153;22/11/2020;13:30;Taipans;;0;2;0;2;Closed;Closed;2
153;22/11/2020;16:00;Taipans;;0;1;1;2;Closed;Closed;2
152;22/11/2020;09:00;Telfair skink;;0;3;1;4;Closed;Closed;2
153;22/11/2020;13:30;Telfair skink;;0;1;3;4;Closed;Closed;2
153;22/11/2020;16:00;Telfair skink;;0;1;3;4;Closed;Closed;2
152;22/11/2020;09:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
153;22/11/2020;13:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
153;22/11/2020;16:00;Tokay gecko ;;0;1;2;3;Closed;Closed;2
154;23/11/2020;09:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
154;23/11/2020;14:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
155;23/11/2020;15:50;Beaded lizard;;0;2;1;3;Closed;Closed;2
154;23/11/2020;09:00;Blue tree monitor ;;0;0;1;1;Closed;Closed;2
154;23/11/2020;14:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
155;23/11/2020;15:50;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
154;23/11/2020;09:00;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
154;23/11/2020;14:30;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
155;23/11/2020;15:50;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
154;23/11/2020;09:00;Galapagos tortoise - adult;;1;2;0;3;Closed;Closed;2
154;23/11/2020;14:30;Galapagos tortoise - adult;;3;0;0;3;Closed;Closed;2
155;23/11/2020;15:50;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
154;23/11/2020;09:00;Gidgee skink;;0;5;7;12;Closed;Closed;2
154;23/11/2020;14:30;Gidgee skink;;0;10;2;12;Closed;Closed;2
155;23/11/2020;15:50;Gidgee skink;;0;11;1;12;Closed;Closed;2
154;23/11/2020;09:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
154;23/11/2020;14:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
155;23/11/2020;15:50;Jungle carpet python;;0;1;1;2;Closed;Closed;2
154;23/11/2020;09:00;King cobra;;0;1;0;1;Closed;Closed;2
154;23/11/2020;14:30;King cobra;;0;1;0;1;Closed;Closed;2
155;23/11/2020;15:50;King cobra;;0;1;0;1;Closed;Closed;2
154;23/11/2020;09:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
154;23/11/2020;14:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
