Sheet_nb;Date;Time;Species;Nb_feeding;Nb_active;Nb_inactive;Nb_OOS;Total_ind;Enclosure_status;Zoo_status;Lockdown
155;23/11/2020;15:50;Komodo dragon;;0;1;0;1;Closed;Closed;2
154;23/11/2020;09:00;Milksnake;;0;0;1;1;Closed;Closed;2
154;23/11/2020;14:30;Milksnake;;0;0;1;1;Closed;Closed;2
155;23/11/2020;15:50;Milksnake;;0;0;1;1;Closed;Closed;2
154;23/11/2020;09:00;Reticulated python;;0;0;1;1;Closed;Closed;2
154;23/11/2020;14:30;Reticulated python;;0;0;1;1;Closed;Closed;2
155;23/11/2020;15:50;Reticulated python;;0;0;1;1;Closed;Closed;2
154;23/11/2020;09:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
154;23/11/2020;14:30;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
155;23/11/2020;15:50;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
154;23/11/2020;09:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
154;23/11/2020;14:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
155;23/11/2020;15:50;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
154;23/11/2020;09:00;Taipans;;0;2;0;2;Closed;Closed;2
154;23/11/2020;14:30;Taipans;;0;1;1;2;Closed;Closed;2
155;23/11/2020;15:50;Taipans;;0;1;1;2;Closed;Closed;2
154;23/11/2020;09:00;Telfair skink;;0;3;1;4;Closed;Closed;2
154;23/11/2020;14:30;Telfair skink;;0;1;3;4;Closed;Closed;2
155;23/11/2020;15:50;Telfair skink;;1;0;3;4;Closed;Closed;2
154;23/11/2020;09:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
154;23/11/2020;14:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
155;23/11/2020;15:50;Tokay gecko ;;0;1;2;3;Closed;Closed;2
156;24/11/2020;08:50;Beaded lizard;;0;2;1;3;Closed;Closed;2
156;24/11/2020;13:10;Beaded lizard;;0;2;1;3;Closed;Closed;2
157;24/11/2020;15:00;Beaded lizard;;0;2;1;3;Closed;Closed;2
156;24/11/2020;08:50;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
156;24/11/2020;13:10;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
157;24/11/2020;15:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
156;24/11/2020;08:50;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
156;24/11/2020;13:10;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
157;24/11/2020;15:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
156;24/11/2020;08:50;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
156;24/11/2020;13:10;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
157;24/11/2020;15:00;Galapagos tortoise - adult;;1;2;0;3;Closed;Closed;2
156;24/11/2020;08:50;Gidgee skink;;0;3;9;12;Closed;Closed;2
156;24/11/2020;13:10;Gidgee skink;;0;11;1;12;Closed;Closed;2
157;24/11/2020;15:00;Gidgee skink;;2;10;0;12;Closed;Closed;2
156;24/11/2020;08:50;Jungle carpet python;;0;2;0;2;Closed;Closed;2
156;24/11/2020;13:10;Jungle carpet python;;0;2;0;2;Closed;Closed;2
157;24/11/2020;15:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
156;24/11/2020;08:50;King cobra;;0;1;0;1;Closed;Closed;2
156;24/11/2020;13:10;King cobra;;0;1;0;1;Closed;Closed;2
157;24/11/2020;15:00;King cobra;;0;0;1;1;Closed;Closed;2
156;24/11/2020;08:50;Komodo dragon;;0;1;0;1;Closed;Closed;2
156;24/11/2020;13:10;Komodo dragon;;0;1;0;1;Closed;Closed;2
157;24/11/2020;15:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
156;24/11/2020;08:50;Milksnake;;0;0;1;1;Closed;Closed;2
156;24/11/2020;13:10;Milksnake;;0;0;1;1;Closed;Closed;2
157;24/11/2020;15:00;Milksnake;;0;0;1;1;Closed;Closed;2
156;24/11/2020;08:50;Reticulated python;;0;0;1;1;Closed;Closed;2
156;24/11/2020;13:10;Reticulated python;;0;0;1;1;Closed;Closed;2
157;24/11/2020;15:00;Reticulated python;;0;0;1;1;Closed;Closed;2
156;24/11/2020;08:50;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
156;24/11/2020;13:10;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
157;24/11/2020;15:00;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
156;24/11/2020;08:50;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
156;24/11/2020;13:10;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
157;24/11/2020;15:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
156;24/11/2020;08:50;Taipans;;1;0;1;2;Closed;Closed;2
156;24/11/2020;13:10;Taipans;;0;1;1;2;Closed;Closed;2
157;24/11/2020;15:00;Taipans;;0;2;0;2;Closed;Closed;2
156;24/11/2020;08:50;Telfair skink;;0;4;0;4;Closed;Closed;2
156;24/11/2020;13:10;Telfair skink;;0;2;2;4;Closed;Closed;2
157;24/11/2020;15:00;Telfair skink;;1;1;2;4;Closed;Closed;2
156;24/11/2020;08:50;Tokay gecko ;;0;0;3;3;Closed;Closed;2
156;24/11/2020;13:10;Tokay gecko ;;0;0;3;3;Closed;Closed;2
157;24/11/2020;15:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
157;25/11/2020;08:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
158;25/11/2020;13:20;Beaded lizard;;0;2;1;3;Closed;Closed;2
158;25/11/2020;15:15;Beaded lizard;;0;1;2;3;Closed;Closed;2
157;25/11/2020;08:30;Blue tree monitor ;;0;0;1;1;Closed;Closed;2
158;25/11/2020;13:20;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
158;25/11/2020;15:15;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
157;25/11/2020;08:30;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
158;25/11/2020;13:20;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
158;25/11/2020;15:15;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
157;25/11/2020;08:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
158;25/11/2020;13:20;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
158;25/11/2020;15:15;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
157;25/11/2020;08:30;Gidgee skink;;0;9;3;12;Closed;Closed;2
158;25/11/2020;13:20;Gidgee skink;;0;10;2;12;Closed;Closed;2
158;25/11/2020;15:15;Gidgee skink;;0;7;5;12;Closed;Closed;2
157;25/11/2020;08:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
158;25/11/2020;13:20;Jungle carpet python;;0;1;1;2;Closed;Closed;2
158;25/11/2020;15:15;Jungle carpet python;;0;2;0;2;Closed;Closed;2
157;25/11/2020;08:30;King cobra;;0;1;0;1;Closed;Closed;2
158;25/11/2020;13:20;King cobra;;0;0;1;1;Closed;Closed;2
158;25/11/2020;15:15;King cobra;;0;1;0;1;Closed;Closed;2
157;25/11/2020;08:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
158;25/11/2020;13:20;Komodo dragon;;1;0;0;1;Closed;Closed;2
158;25/11/2020;15:15;Komodo dragon;;0;1;0;1;Closed;Closed;2
157;25/11/2020;08:30;Milksnake;;0;0;1;1;Closed;Closed;2
158;25/11/2020;13:20;Milksnake;;0;0;1;1;Closed;Closed;2
158;25/11/2020;15:15;Milksnake;;0;0;1;1;Closed;Closed;2
157;25/11/2020;08:30;Reticulated python;;0;0;1;1;Closed;Closed;2
158;25/11/2020;13:20;Reticulated python;;0;0;1;1;Closed;Closed;2
158;25/11/2020;15:15;Reticulated python;;0;0;1;1;Closed;Closed;2
157;25/11/2020;08:30;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
158;25/11/2020;13:20;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
158;25/11/2020;15:15;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
157;25/11/2020;08:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
158;25/11/2020;13:20;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
158;25/11/2020;15:15;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
157;25/11/2020;08:30;Taipans;;0;2;0;2;Closed;Closed;2
158;25/11/2020;13:20;Taipans;;0;2;0;2;Closed;Closed;2
158;25/11/2020;15:15;Taipans;;0;2;0;2;Closed;Closed;2
157;25/11/2020;08:30;Telfair skink;;0;4;0;4;Closed;Closed;2
158;25/11/2020;13:20;Telfair skink;;0;1;3;4;Closed;Closed;2
158;25/11/2020;15:15;Telfair skink;;0;1;3;4;Closed;Closed;2
157;25/11/2020;08:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
158;25/11/2020;13:20;Tokay gecko ;;0;0;3;3;Closed;Closed;2
158;25/11/2020;15:15;Tokay gecko ;;0;0;3;3;Closed;Closed;2
159;26/11/2020;15:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
155;26/11/2020;AM;Beaded lizard;;0;1;2;3;Closed;Closed;2
159;26/11/2020;15:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
155;26/11/2020;AM;Blue tree monitor ;;0;0;1;1;Closed;Closed;2
159;26/11/2020;15:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
155;26/11/2020;AM;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
159;26/11/2020;15:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
155;26/11/2020;AM;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
159;26/11/2020;15:30;Gidgee skink;;0;8;4;12;Closed;Closed;2
155;26/11/2020;AM;Gidgee skink;;0;8;4;12;Closed;Closed;2
159;26/11/2020;15:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
155;26/11/2020;AM;Jungle carpet python;;0;2;0;2;Closed;Closed;2
159;26/11/2020;15:30;King cobra;;0;1;0;1;Closed;Closed;2
155;26/11/2020;AM;King cobra;;0;1;0;1;Closed;Closed;2
159;26/11/2020;15:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
155;26/11/2020;AM;Komodo dragon;;0;1;0;1;Closed;Closed;2
159;26/11/2020;15:30;Milksnake;;0;0;1;1;Closed;Closed;2
155;26/11/2020;AM;Milksnake;;0;0;1;1;Closed;Closed;2
159;26/11/2020;15:30;Reticulated python;;0;0;1;1;Closed;Closed;2
155;26/11/2020;AM;Reticulated python;;0;0;1;1;Closed;Closed;2
159;26/11/2020;15:30;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
155;26/11/2020;AM;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
159;26/11/2020;15:30;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
155;26/11/2020;AM;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
159;26/11/2020;15:30;Taipans;;1;1;0;2;Closed;Closed;2
155;26/11/2020;AM;Taipans;;0;2;0;2;Closed;Closed;2
159;26/11/2020;15:30;Telfair skink;;0;1;3;4;Closed;Closed;2
155;26/11/2020;AM;Telfair skink;;1;1;2;4;Closed;Closed;2
159;26/11/2020;15:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
155;26/11/2020;AM;Tokay gecko ;;0;0;3;3;Closed;Closed;2
159;27/11/2020;09:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
160;27/11/2020;13:30;Beaded lizard;;1;2;0;3;Closed;Closed;2
160;27/11/2020;16:00;Beaded lizard;;1;2;0;3;Closed;Closed;2
159;27/11/2020;09:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
160;27/11/2020;13:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
160;27/11/2020;16:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
159;27/11/2020;09:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
160;27/11/2020;13:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
160;27/11/2020;16:00;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
159;27/11/2020;09:30;Galapagos tortoise - adult;;1;2;0;3;Closed;Closed;2
160;27/11/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
160;27/11/2020;16:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
159;27/11/2020;09:30;Gidgee skink;;3;6;3;12;Closed;Closed;2
160;27/11/2020;13:30;Gidgee skink;;0;12;0;12;Closed;Closed;2
160;27/11/2020;16:00;Gidgee skink;;0;10;2;12;Closed;Closed;2
159;27/11/2020;09:30;Jungle carpet python;;0;1;1;2;Closed;Closed;2
160;27/11/2020;13:30;Jungle carpet python;;0;1;1;2;Closed;Closed;2
160;27/11/2020;16:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
159;27/11/2020;09:30;King cobra;;0;1;0;1;Closed;Closed;2
160;27/11/2020;13:30;King cobra;;0;1;0;1;Closed;Closed;2
160;27/11/2020;16:00;King cobra;;0;1;0;1;Closed;Closed;2
159;27/11/2020;09:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
160;27/11/2020;13:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
160;27/11/2020;16:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
159;27/11/2020;09:30;Milksnake;;0;0;1;1;Closed;Closed;2
160;27/11/2020;13:30;Milksnake;;0;0;1;1;Closed;Closed;2
160;27/11/2020;16:00;Milksnake;;0;0;1;1;Closed;Closed;2
159;27/11/2020;09:30;Reticulated python;;0;0;1;1;Closed;Closed;2
160;27/11/2020;13:30;Reticulated python;;0;1;0;1;Closed;Closed;2
160;27/11/2020;16:00;Reticulated python;;0;1;0;1;Closed;Closed;2
159;27/11/2020;09:30;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
160;27/11/2020;13:30;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
160;27/11/2020;16:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
159;27/11/2020;09:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
160;27/11/2020;13:30;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
160;27/11/2020;16:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
159;27/11/2020;09:30;Taipans;;0;2;0;2;Closed;Closed;2
160;27/11/2020;13:30;Taipans;;0;2;0;2;Closed;Closed;2
160;27/11/2020;16:00;Taipans;;0;2;0;2;Closed;Closed;2
159;27/11/2020;09:30;Telfair skink;;0;3;1;4;Closed;Closed;2
160;27/11/2020;13:30;Telfair skink;;0;3;1;4;Closed;Closed;2
160;27/11/2020;16:00;Telfair skink;;0;1;3;4;Closed;Closed;2
159;27/11/2020;09:30;Tokay gecko ;;0;1;2;3;Closed;Closed;2
160;27/11/2020;13:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
160;27/11/2020;16:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
161;28/11/2020;09:00;Beaded lizard;;0;2;1;3;Closed;Closed;2
161;28/11/2020;13:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
162;28/11/2020;15:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
161;28/11/2020;09:00;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
161;28/11/2020;13:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
162;28/11/2020;15:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
161;28/11/2020;09:00;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
161;28/11/2020;13:30;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
162;28/11/2020;15:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
161;28/11/2020;09:00;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
161;28/11/2020;13:30;Galapagos tortoise - adult;;1;2;0;3;Closed;Closed;2
162;28/11/2020;15:30;Galapagos tortoise - adult;;3;0;0;3;Closed;Closed;2
161;28/11/2020;09:00;Gidgee skink;;0;8;4;12;Closed;Closed;2
161;28/11/2020;13:30;Gidgee skink;;0;12;0;12;Closed;Closed;2
162;28/11/2020;15:30;Gidgee skink;;0;12;0;12;Closed;Closed;2
161;28/11/2020;09:00;Jungle carpet python;;0;2;0;2;Closed;Closed;2
161;28/11/2020;13:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
162;28/11/2020;15:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
161;28/11/2020;09:00;King cobra;;0;1;0;1;Closed;Closed;2
161;28/11/2020;13:30;King cobra;;0;1;0;1;Closed;Closed;2
162;28/11/2020;15:30;King cobra;;0;1;0;1;Closed;Closed;2
161;28/11/2020;09:00;Komodo dragon;;0;1;0;1;Closed;Closed;2
161;28/11/2020;13:30;Komodo dragon;;0;1;0;1;Closed;Closed;2
162;28/11/2020;15:30;Komodo dragon;;1;0;0;1;Closed;Closed;2
161;28/11/2020;09:00;Milksnake;;0;0;1;1;Closed;Closed;2
161;28/11/2020;13:30;Milksnake;;0;0;1;1;Closed;Closed;2
162;28/11/2020;15:30;Milksnake;;0;1;0;1;Closed;Closed;2
161;28/11/2020;09:00;Reticulated python;;0;0;1;1;Closed;Closed;2
161;28/11/2020;13:30;Reticulated python;;0;0;1;1;Closed;Closed;2
162;28/11/2020;15:30;Reticulated python;;0;0;1;1;Closed;Closed;2
161;28/11/2020;09:00;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
161;28/11/2020;13:30;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
162;28/11/2020;15:30;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
161;28/11/2020;09:00;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
161;28/11/2020;13:30;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
162;28/11/2020;15:30;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
161;28/11/2020;09:00;Taipans;;0;2;0;2;Closed;Closed;2
161;28/11/2020;13:30;Taipans;;0;2;0;2;Closed;Closed;2
162;28/11/2020;15:30;Taipans;;1;1;0;2;Closed;Closed;2
161;28/11/2020;09:00;Telfair skink;;0;3;1;4;Closed;Closed;2
161;28/11/2020;13:30;Telfair skink;;0;4;0;4;Closed;Closed;2
162;28/11/2020;15:30;Telfair skink;;0;3;1;4;Closed;Closed;2
161;28/11/2020;09:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
161;28/11/2020;13:30;Tokay gecko ;;0;1;2;3;Closed;Closed;2
162;28/11/2020;15:30;Tokay gecko ;;0;0;3;3;Closed;Closed;2
162;29/11/2020;08:45;Beaded lizard;;0;1;2;3;Closed;Closed;2
163;29/11/2020;14:00;Beaded lizard;;0;1;2;3;Closed;Closed;2
163;29/11/2020;15:10;Beaded lizard;;0;2;1;3;Closed;Closed;2
162;29/11/2020;08:45;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
163;29/11/2020;14:00;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
163;29/11/2020;15:10;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
162;29/11/2020;08:45;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
163;29/11/2020;14:00;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
163;29/11/2020;15:10;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
162;29/11/2020;08:45;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
163;29/11/2020;14:00;Galapagos tortoise - adult;;3;0;0;3;Closed;Closed;2
163;29/11/2020;15:10;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
162;29/11/2020;08:45;Gidgee skink;;0;10;2;12;Closed;Closed;2
163;29/11/2020;14:00;Gidgee skink;;1;11;0;12;Closed;Closed;2
163;29/11/2020;15:10;Gidgee skink;;0;10;2;12;Closed;Closed;2
162;29/11/2020;08:45;Jungle carpet python;;0;2;0;2;Closed;Closed;2
163;29/11/2020;14:00;Jungle carpet python;;0;0;2;2;Closed;Closed;2
163;29/11/2020;15:10;Jungle carpet python;;0;2;0;2;Closed;Closed;2
162;29/11/2020;08:45;King cobra;;0;1;0;1;Closed;Closed;2
163;29/11/2020;14:00;King cobra;;0;1;0;1;Closed;Closed;2
163;29/11/2020;15:10;King cobra;;0;1;0;1;Closed;Closed;2
162;29/11/2020;08:45;Komodo dragon;;0;1;0;1;Closed;Closed;2
163;29/11/2020;14:00;Komodo dragon;;1;0;0;1;Closed;Closed;2
163;29/11/2020;15:10;Komodo dragon;;1;0;0;1;Closed;Closed;2
162;29/11/2020;08:45;Milksnake;;0;0;1;1;Closed;Closed;2
163;29/11/2020;14:00;Milksnake;;0;0;1;1;Closed;Closed;2
163;29/11/2020;15:10;Milksnake;;0;0;1;1;Closed;Closed;2
162;29/11/2020;08:45;Reticulated python;;0;0;1;1;Closed;Closed;2
163;29/11/2020;14:00;Reticulated python;;0;0;1;1;Closed;Closed;2
163;29/11/2020;15:10;Reticulated python;;0;0;1;1;Closed;Closed;2
162;29/11/2020;08:45;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
163;29/11/2020;14:00;Snake-neck turtle (WEST);;1;0;0;1;Closed;Closed;2
163;29/11/2020;15:10;Snake-neck turtle (WEST);;0;1;0;1;Closed;Closed;2
162;29/11/2020;08:45;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
163;29/11/2020;14:00;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
163;29/11/2020;15:10;Spiny hill turtle;;0;1;1;2;Closed;Closed;2
162;29/11/2020;08:45;Taipans;;0;2;0;2;Closed;Closed;2
163;29/11/2020;14:00;Taipans;;0;2;0;2;Closed;Closed;2
163;29/11/2020;15:10;Taipans;;0;0;2;2;Closed;Closed;2
162;29/11/2020;08:45;Telfair skink;;0;3;1;4;Closed;Closed;2
163;29/11/2020;14:00;Telfair skink;;0;3;1;4;Closed;Closed;2
163;29/11/2020;15:10;Telfair skink;;1;1;2;4;Closed;Closed;2
162;29/11/2020;08:45;Tokay gecko ;;0;0;3;3;Closed;Closed;2
163;29/11/2020;14:00;Tokay gecko ;;0;0;3;3;Closed;Closed;2
163;29/11/2020;15:10;Tokay gecko ;;0;0;3;3;Closed;Closed;2
164;30/11/2020;09:05;Beaded lizard;;0;1;2;3;Closed;Closed;2
164;30/11/2020;13:40;Beaded lizard;;0;1;2;3;Closed;Closed;2
165;30/11/2020;15:50;Beaded lizard;;3;0;0;3;Closed;Closed;2
164;30/11/2020;09:05;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
164;30/11/2020;13:40;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
165;30/11/2020;15:50;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
164;30/11/2020;09:05;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
164;30/11/2020;13:40;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
165;30/11/2020;15:50;Chinese crocodile lizard;;0;1;1;2;Closed;Closed;2
164;30/11/2020;09:05;Galapagos tortoise - adult;;2;1;0;3;Closed;Closed;2
164;30/11/2020;13:40;Galapagos tortoise - adult;;0;1;2;3;Closed;Closed;2
165;30/11/2020;15:50;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
164;30/11/2020;09:05;Gidgee skink;;0;5;7;12;Closed;Closed;2
164;30/11/2020;13:40;Gidgee skink;;0;11;1;12;Closed;Closed;2
165;30/11/2020;15:50;Gidgee skink;;0;11;1;12;Closed;Closed;2
164;30/11/2020;09:05;Jungle carpet python;;0;2;0;2;Closed;Closed;2
164;30/11/2020;13:40;Jungle carpet python;;0;2;0;2;Closed;Closed;2
165;30/11/2020;15:50;Jungle carpet python;;0;2;0;2;Closed;Closed;2
164;30/11/2020;09:05;King cobra;;0;1;0;1;Closed;Closed;2
164;30/11/2020;13:40;King cobra;;0;1;0;1;Closed;Closed;2
165;30/11/2020;15:50;King cobra;;0;1;0;1;Closed;Closed;2
164;30/11/2020;09:05;Komodo dragon;;0;1;0;1;Closed;Closed;2
164;30/11/2020;13:40;Komodo dragon;;0;1;0;1;Closed;Closed;2
165;30/11/2020;15:50;Komodo dragon;;1;0;0;1;Closed;Closed;2
164;30/11/2020;09:05;Milksnake;;0;0;1;1;Closed;Closed;2
164;30/11/2020;13:40;Milksnake;;0;0;1;1;Closed;Closed;2
165;30/11/2020;15:50;Milksnake;;0;0;1;1;Closed;Closed;2
164;30/11/2020;09:05;Reticulated python;;0;0;1;1;Closed;Closed;2
164;30/11/2020;13:40;Reticulated python;;0;1;0;1;Closed;Closed;2
165;30/11/2020;15:50;Reticulated python;;0;1;0;1;Closed;Closed;2
164;30/11/2020;09:05;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
164;30/11/2020;13:40;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
165;30/11/2020;15:50;Snake-neck turtle (WEST);;0;0;1;1;Closed;Closed;2
164;30/11/2020;09:05;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
164;30/11/2020;13:40;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
165;30/11/2020;15:50;Spiny hill turtle;;0;0;2;2;Closed;Closed;2
164;30/11/2020;09:05;Taipans;;0;2;0;2;Closed;Closed;2
164;30/11/2020;13:40;Taipans;;0;2;0;2;Closed;Closed;2
165;30/11/2020;15:50;Taipans;;0;2;0;2;Closed;Closed;2
164;30/11/2020;09:05;Telfair skink;;0;4;0;4;Closed;Closed;2
164;30/11/2020;13:40;Telfair skink;;0;1;3;4;Closed;Closed;2
165;30/11/2020;15:50;Telfair skink;;0;1;3;4;Closed;Closed;2
164;30/11/2020;09:05;Tokay gecko ;;0;1;2;3;Closed;Closed;2
164;30/11/2020;13:40;Tokay gecko ;;0;0;3;3;Closed;Closed;2
165;30/11/2020;15:50;Tokay gecko ;;0;0;3;3;Closed;Closed;2
165;01/12/2020;09:30;Beaded lizard;;0;1;2;3;Closed;Closed;2
166;01/12/2020;13:30;Beaded lizard;;0;2;1;3;Closed;Closed;2
166;01/12/2020;15:15;Beaded lizard;;0;3;0;3;Closed;Closed;2
165;01/12/2020;09:30;Blue tree monitor ;;1;0;0;1;Closed;Closed;2
166;01/12/2020;13:30;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
166;01/12/2020;15:15;Blue tree monitor ;;0;1;0;1;Closed;Closed;2
165;01/12/2020;09:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
166;01/12/2020;13:30;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
166;01/12/2020;15:15;Chinese crocodile lizard;;0;2;0;2;Closed;Closed;2
165;01/12/2020;09:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
166;01/12/2020;13:30;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
166;01/12/2020;15:15;Galapagos tortoise - adult;;0;3;0;3;Closed;Closed;2
165;01/12/2020;09:30;Gidgee skink;;0;9;3;12;Closed;Closed;2
166;01/12/2020;13:30;Gidgee skink;;1;11;0;12;Closed;Closed;2
166;01/12/2020;15:15;Gidgee skink;;0;12;0;12;Closed;Closed;2
165;01/12/2020;09:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
166;01/12/2020;13:30;Jungle carpet python;;0;2;0;2;Closed;Closed;2
166;01/12/2020;15:15;Jungle carpet python;;0;2;0;2;Closed;Closed;2
165;01/12/2020;09:30;King cobra;;0;1;0;1;Closed;Closed;2
166;01/12/2020;13:30;King cobra;;0;1;0;1;Closed;Closed;2
